id,title_original,title_romanized,title_gloss_en,title_gloss_type,author_id,author_en,author_fa,year_persian,reprint_status,reprint_number,notes_fa,notes_en,source_appendix
OPW_0326,آسیاب بچرخ!,Āsiāb Becharkh!,"Turn, Mill, Turn!",ai_literal_gloss,IA_0034,Sorour Katbi,سرور کتبی,1387,yes,2,,,Appendix D
OPW_0327,خانم غوله به عروسی می رود,Khānom Ghuleh be Arusi Miravad,Mrs. Giant Goes to a Wedding,ai_literal_gloss,IA_0034,Sorour Katbi,سرور کتبی,1388,no,NA,,,Appendix D
OPW_0328,پله‌بازی,Pelleh-Bāzi,Stair Games,ai_literal_gloss,IA_0034,Sorour Katbi,سرور کتبی,1383,yes,2,,,Appendix D
OPW_0329,مورچه‌ی من,Murcheh-ye Man,My Ant,ai_literal_gloss,IA_0034,Sorour Katbi,سرور کتبی,1389,no,NA,,,Appendix D
OPW_0330,پیرزن و لولوی آبی,Pirezan va Luluy-e Ābi,The Old Woman and the Blue Bogeyman,ai_literal_gloss,IA_0034,Sorour Katbi,سرور کتبی,1389,no,NA,,,Appendix D
OPW_0331,ملاقه‌ی تنبل و ۶قصه‌ی دیگر,Malāgheh-ye Tanbal va 6 Ghesseh-ye Digar,The Lazy Ladle and Six Other Stories,ai_literal_gloss,IA_0034,Sorour Katbi,سرور کتبی,1390,yes,3,,,Appendix D
OPW_0332,من فواره دارم,Man Favvāreh Dāram,I Have a Fountain,ai_literal_gloss,IA_0034,Sorour Katbi,سرور کتبی,1390,no,NA,,,Appendix D
OPW_0333,جادوگر قطاری و ۶ قصه‌ی دیگر,Jādugar-e Ghatāri va 6 Ghesseh-ye Digar,The Train Wizard and Six Other Stories,ai_literal_gloss,IA_0034,Sorour Katbi,سرور کتبی,1390,yes,3,,,Appendix D
OPW_0334,لحاف ننه‌سرما و ۶ قصه‌ی دیگر,Lehāf-e Naneh-Sarmā va 6 Ghesseh-ye Digar,Old Mother Winter's Quilt and Six Other Stories,ai_literal_gloss,IA_0034,Sorour Katbi,سرور کتبی,1390,yes,3,,,Appendix D
OPW_0335,جیغ خارخاری و ۶ قصه ی دیگر,Jigh-e Khārkhāri va 6 Ghesseh-ye Digar,Scratchy Scream and Six Other Stories,ai_literal_gloss,IA_0034,Sorour Katbi,سرور کتبی,1390,no,NA,,,Appendix D
OPW_0336,جیکم جیکم جیکان جیکان,Jikam Jikam Jikān Jikān,"Cheep Cheep, Chirp Chirp",ai_literal_gloss,IA_0034,Sorour Katbi,سرور کتبی,1390,no,NA,,,Appendix D
OPW_0337,باد فوت‌فوتی و ۶ قصه‌ی دیگر,Bād-e Fut-Futi va 6 Ghesseh-ye Digar,The Puff-Puff Wind and Six Other Stories,ai_literal_gloss,IA_0034,Sorour Katbi,سرور کتبی,1390,yes,3,,,Appendix D
OPW_0338,عروسی مرغ پا کوتاه و ۶ قصه‌ی دیگر,Arusi-ye Morgh-e Pā-Kutāh va 6 Ghesseh-ye Digar,The Wedding of the Short-Legged Hen and Six Other Stories,ai_literal_gloss,IA_0034,Sorour Katbi,سرور کتبی,1390,yes,3,,,Appendix D
OPW_0339,نامه‌ی پدر,Nāmeh-ye Pedar,Father's Letter,ai_literal_gloss,IA_0034,Sorour Katbi,سرور کتبی,1391,yes,4,,,Appendix D
OPW_0340,این همه تلق و ملق,In Hameh Talaq o Malaq,All This Clatter and Clang,ai_literal_gloss,IA_0034,Sorour Katbi,سرور کتبی,1388,yes,3,,,Appendix D
OPW_0341,غول عینکی و ۶ قصه‌ی دیگر,Ghul-e Eynaki va 6 Ghesseh-ye Digar,The Bespectacled Giant and Six Other Stories,ai_literal_gloss,IA_0034,Sorour Katbi,سرور کتبی,1390,yes,3,,,Appendix D
OPW_0342,جنگلی با پاهای بلند و ۶ قصه‌ی دیگر,Jangali bā Pāhā-ye Boland va 6 Ghesseh-ye Digar,A Forest with Long Legs and Six Other Stories,ai_literal_gloss,IA_0034,Sorour Katbi,سرور کتبی,1390,yes,3,,,Appendix D
OPW_0343,پری و غول گنده و ۶ قصه‌ی دیگر,Pari va Ghul-e Gondeh va 6 Ghesseh-ye Digar,The Fairy and the Big Giant and Six Other Stories,ai_literal_gloss,IA_0034,Sorour Katbi,سرور کتبی,1390,yes,3,,,Appendix D
OPW_0344,شکلاتی، خرمالویی,"Shokolāti, Khormāluyi","Chocolate-Colored, Persimmon-Colored",ai_literal_gloss,IA_0034,Sorour Katbi,سرور کتبی,1393,yes,2,,,Appendix D
OPW_0345,دیوی که خانه می‌خورد,Divi ke Khāneh Mikhord,The Demon That Ate Houses,ai_literal_gloss,IA_0034,Sorour Katbi,سرور کتبی,1394,no,NA,,,Appendix D
OPW_0346,من هم بازی!,Man Ham Bāzi!,"Me Too, Let's Play!",ai_literal_gloss,IA_0034,Sorour Katbi,سرور کتبی,1394,yes,3,,,Appendix D
OPW_0347,بیا توی تنگ,Biā Tu-ye Tong,Come into the Fishbowl,ai_literal_gloss,IA_0034,Sorour Katbi,سرور کتبی,1395,no,NA,,,Appendix D
OPW_0348,اردکی به نام قات‌قات,Ordaki be Nām-e Ghāt-Ghāt,A Duck Named Quack-Quack,ai_literal_gloss,IA_0034,Sorour Katbi,سرور کتبی,1395,yes,2,,,Appendix D
OPW_0349,پوتی کو,Puti Ku,Where Is Puti?,ai_literal_gloss,IA_0034,Sorour Katbi,سرور کتبی,1388,yes,2,,,Appendix D
OPW_0350,به عروسی من بیا!,Be Arusi-ye Man Biā!,Come to My Wedding!,ai_literal_gloss,IA_0034,Sorour Katbi,سرور کتبی,1395,yes,2,,,Appendix D
OPW_0351,درخت آلو,Derakht-e Ālu,The Plum Tree,ai_literal_gloss,IA_0034,Sorour Katbi,سرور کتبی,1387,yes,2,,,Appendix D
OPW_0352,۳۱ قصه‌ی تصویری برای شهریور,31 Ghesseh-ye Tasviri Barāye Shahrivar,31 Picture Stories for Shahrivar,ai_literal_gloss,IA_0034,Sorour Katbi,سرور کتبی,1395,no,NA,به انگلیسی ترجمه شده است. مترجمان: سعید مادح خاکسار، سونیا برقانی، کیمیا برقانی,"Translated into English. Translators: Saeed Madah Khaksar, Sonia Barghani, and Kimia Barghani.",Appendix D
OPW_0353,۳۱ قصه‌ی تصویری برای مرداد,31 Ghesseh-ye Tasviri Barāye Mordād,31 Picture Stories for Mordad,ai_literal_gloss,IA_0034,Sorour Katbi,سرور کتبی,1395,no,NA,به انگلیسی ترجمه شده است. مترجمان: سعید مادح خاکسار، سونیا برقانی، کیمیا برقانی,"Translated into English. Translators: Saeed Madah Khaksar, Sonia Barghani, and Kimia Barghani.",Appendix D
OPW_0354,اسب شهزاده و ۶ قصه‌ی دیگر,Asb-e Shahzādeh va 6 Ghesseh-ye Digar,The Prince's Horse and Six Other Stories,ai_literal_gloss,IA_0034,Sorour Katbi,سرور کتبی,1390,yes,3,,,Appendix D
OPW_0355,زیر نور ماه,Zir-e Nur-e Māh,Under the Moonlight,ai_literal_gloss,IA_0034,Sorour Katbi,سرور کتبی,1396,no,NA,,,Appendix D
OPW_0356,بزغاله‌ای به نام قند عسل,Bozghāleh-i be Nām-e Ghand-e Asal,A Kid Goat Named Honey Sugar,ai_literal_gloss,IA_0034,Sorour Katbi,سرور کتبی,1395,yes,2,,,Appendix D
OPW_0357,خانه‌ام چرا می‌پرد,Khāneh-am Cherā Miparad,Why Is My House Flying Away?,ai_literal_gloss,IA_0034,Sorour Katbi,سرور کتبی,1398,no,NA,,,Appendix D
OPW_0358,کجا می‌روی نردبان؟ و قصه‌های دیگر,Kojā Miravi Nardebān? va Ghesseh-hā-ye Digar,"Where Are You Going, Ladder? and Other Stories",ai_literal_gloss,IA_0034,Sorour Katbi,سرور کتبی,1399,no,NA,,,Appendix D
OPW_0359,ات‍وب‍وس‌ ق‍رم‍ز,Otobus-e Ghermez,The Red Bus,ai_literal_gloss,IA_0034,Sorour Katbi,سرور کتبی,1382,yes,3,,,Appendix D
OPW_0360,ف‍ان‍وس‌ آس‍م‍ان,Fānus-e Āsemān,The Sky Lantern,ai_literal_gloss,IA_0023,Mojgan Moshtagh,مژگان مشتاق,1375,no,NA,,,Appendix D
OPW_0361,ش‍ت‍رم‍رغ‌ آوازخ‍وان,Shotormorgh-e Āvāzkhān,The Singing Ostrich,ai_literal_gloss,IA_0023,Mojgan Moshtagh,مژگان مشتاق,1383,no,NA,,,Appendix D
OPW_0362,پ‍ن‍ج‍ره‌ای‌ ک‍ه‌ ب‍ه‌ آس‍م‍ان‌ ن‍زدی‍ک‌ اس‍ت,Panjereh-i ke be Āsemān Nazdik Ast,The Window Close to the Sky,ai_literal_gloss,IA_0023,Mojgan Moshtagh,مژگان مشتاق,1383,no,NA,,,Appendix D
OPW_0363,خ‍ط گ‍م‌ ش‍ده,Khat-e Gom Shodeh,The Lost Line,ai_literal_gloss,IA_0023,Mojgan Moshtagh,مژگان مشتاق,1384,no,NA,,,Appendix D
OPW_0364,اسرار شب‌های تاریک,Asrār-e Shabhā-ye Tārik,Secrets of Dark Nights,ai_literal_gloss,IA_0023,Mojgan Moshtagh,مژگان مشتاق,1388,yes,2,,,Appendix D
OPW_0365,خراب‌کاری گرگ‌ها(ابراز احساسات),Kharābkāri-ye Gorg-hā (Ebrāz-e Ehsāsāt),The Wolves' Mischief (Expressing Emotions),ai_literal_gloss,IA_0023,Mojgan Moshtagh,مژگان مشتاق,1388,yes,3,,,Appendix D
OPW_0366,جنجال بزرگ در زمستان سرد(گفت و گو),Janjāl-e Bozorg dar Zemestān-e Sard (Goft-o-Gu),The Great Commotion in the Cold Winter (Conversation),ai_literal_gloss,IA_0023,Mojgan Moshtagh,مژگان مشتاق,1388,yes,5,,,Appendix D
OPW_0367,مهمان‌های عجیب(ارتباط موثر),Mehmān-hā-ye Ajib (Ertebāt-e Mo'asser),Strange Guests (Effective Communication),ai_literal_gloss,IA_0023,Mojgan Moshtagh,مژگان مشتاق,1388,yes,2,,,Appendix D
OPW_0368,پسرک موفرفری,Pesarak-e Mu-Ferferi,The Curly-Haired Boy,ai_literal_gloss,IA_0023,Mojgan Moshtagh,مژگان مشتاق,1388,no,NA,,,Appendix D
OPW_0369,سفر با تکه ابر,Safar bā Tekkeh Abr,A Journey with a Piece of Cloud,ai_literal_gloss,IA_0023,Mojgan Moshtagh,مژگان مشتاق,1389,no,NA,,,Appendix D
OPW_0370,رویای ترسناک پرواز (رفع اضطراب),Royā-ye Tarsnāk-e Parvāz (Raf'-e Ezterāb),The Scary Dream of Flying (Overcoming Anxiety),ai_literal_gloss,IA_0023,Mojgan Moshtagh,مژگان مشتاق,1389,yes,5,,,Appendix D
OPW_0371,ادسون آرانتس دوناسیمنتو و خرگوش هیمالیی‌اش,Edson Arantes do Nascimento va Khargush-e Himālayi-ash,Edson Arantes do Nascimento and His Himalayan Rabbit,ai_literal_gloss,IA_0014,Jamshid Khanian,جمشید خانیان,1398,no,NA,,,Appendix D
OPW_0372,گفت‌وگوی جادوگر بزرگ با ملکه‌ی جزیره‌ی رنگ‌ها,Goft-o-Guy-e Jādugar-e Bozorg bā Malakeh-ye Jazireh-ye Ranghā,The Great Wizard's Conversation with the Queen of the Island of Colors,ai_literal_gloss,IA_0014,Jamshid Khanian,جمشید خانیان,1397,no,NA,,,Appendix D
OPW_0373,امپراتور کوتوله‌ی سرزمین لی‌لی‌پوت,Emperātor-e Kutuleh-ye Sarzamin-e Lilliput,The Dwarf Emperor of Lilliput,official_translation,IA_0014,Jamshid Khanian,جمشید خانیان,1394,no,NA,,,Appendix D
OPW_0374,یک جعبه پیتزا برای ذوزنقه‌ی کباب‌شده,Yek Jabeh Pitza Barāye Zozanagheh-ye Kabāb-Shodeh,A Pizza Box for the Grilled Trapezoid,ai_literal_gloss,IA_0014,Jamshid Khanian,جمشید خانیان,1391,yes,2,,,Appendix D
OPW_0375,ب‍ل‍ب‍ل‌ ن‍وک‌ طلا و ب‍اغ‌ آرزوه‍ا,Bolbol-e Nok-Talā va Bāgh-e Ārezuhā,The Golden-Beaked Nightingale and the Garden of Wishes,ai_literal_gloss,IA_0024,Mojgan Sheikhi,مژگان شیخی,1371,yes,6,,,Appendix D
OPW_0376,ب‍ه‌ دن‍ب‍ال‌ ب‍ه‍اره‌. زن‍ب‍ور ک‍وچ‍ول‍و چ‍ه‌ م‍ی‌خ‍واس‍ت,Be Donbāl-e Bahāreh. Zanbur-e Kuchulu Che Mikhāst,Looking for Spring: What Did the Little Bee Want?,ai_literal_gloss,IA_0024,Mojgan Sheikhi,مژگان شیخی,1371,yes,8,,,Appendix D
OPW_0377,راز آواز,Rāz-e Āvāz,The Secret of the Song,ai_literal_gloss,IA_0024,Mojgan Sheikhi,مژگان شیخی,1375,yes,4,,,Appendix D
OPW_0378,ق‍ص‍ه‌ م‍اه‌ م‍ه‍رب‍ان‌: ب‍ا ال‍ه‍ام‌ از ی‍ک‌ ق‍ص‍ه‌ خ‍ارج‍ی,Ghesseh-ye Māh-e Mehrabān,The Tale of the Kind Moon,ai_literal_gloss,IA_0024,Mojgan Sheikhi,مژگان شیخی,1375,no,NA,,,Appendix D
OPW_0379,گ‍او ب‍ی‌رن‍گ,Gāv-e Bi-Rang,The Colorless Cow,ai_literal_gloss,IA_0024,Mojgan Sheikhi,مژگان شیخی,1381,yes,5,,,Appendix D
OPW_0380,ق‍وق‍ول‌ خ‍ان‌ و ق‍ص‍ه‌ه‍ای‌ دی‍گ‍ر,Ghooghool Khān va Ghesseh-hā-ye Digar,Mr. Rooster and Other Stories,ai_literal_gloss,IA_0024,Mojgan Sheikhi,مژگان شیخی,1384,yes,13,,,Appendix D
OPW_0381,پ‍ن‍ج‍ره‌ خ‍ان‍ه‌ آق‍ام‍وش‍ه‌ و ق‍ص‍ه‌ه‍ای‌ دی‍گ‍ر,Panjereh-ye Khāneh-ye Āghā Musheh va Ghesseh-hā-ye Digar,Mr. Mouse's House Window and Other Stories,ai_literal_gloss,IA_0024,Mojgan Sheikhi,مژگان شیخی,1384,yes,11,,,Appendix D
OPW_0382,ق‍وری‌ غ‍م‍گ‍ی‍ن‌ و ق‍ص‍ه‌ه‍ای‌ دی‍گ‍ر,Ghuri-ye Ghamgin va Ghesseh-hā-ye Digar,The Sad Teapot and Other Stories,ai_literal_gloss,IA_0024,Mojgan Sheikhi,مژگان شیخی,1384,yes,11,,,Appendix D
OPW_0383,چ‍را خ‍ورش‍ی‍د خ‍واب‌ م‍ان‍د؟ و ق‍ص‍ه‌ه‍ای‌ دی‍گ‍ر,Cherā Khorshid Khāb Mānd? va Ghesseh-hā-ye Digar,Why Did the Sun Oversleep? and Other Stories,ai_literal_gloss,IA_0024,Mojgan Sheikhi,مژگان شیخی,1384,yes,11,,,Appendix D
OPW_0384,زبل و جادوگر موقرمز و قصه‌های دیگر,Zebel va Jādugar-e Mu-Ghermez va Ghesseh-hā-ye Digar,Clever One and the Red-Haired Wizard and Other Stories,ai_literal_gloss,IA_0024,Mojgan Sheikhi,مژگان شیخی,1385,yes,9,,,Appendix D
OPW_0385,روزی‌ ک‍ه‌ از ه‍وا ن‍خ‍ود و ک‍ش‍م‍ش‌ ب‍اری‍د و ق‍ص‍ه‌ه‍ای‌ دی‍گ‍ر,Ruzi ke az Havā Nokhod va Keshmesh Bārid va Ghesseh-hā-ye Digar,The Day Chickpeas and Raisins Rained from the Sky and Other Stories,ai_literal_gloss,IA_0024,Mojgan Sheikhi,مژگان شیخی,1385,yes,9,,,Appendix D
OPW_0386,ک‍چ‍ل‌ ش‍م‍ش‍ی‍ردار و ق‍ص‍ه‌ه‍ای‌ دی‍گ‍ر,Kachal-e Shamshir-Dār va Ghesseh-hā-ye Digar,The Bald Swordsman and Other Stories,ai_literal_gloss,IA_0024,Mojgan Sheikhi,مژگان شیخی,1385,yes,9,,,Appendix D
OPW_0387,ک‍لاه‌ خ‍ان‍م‌ لاک‌ پ‍ش‍ت‌ و ق‍ص‍ه‌ه‍ای‌ دی‍گ‍ر,Kolāh-e Khānom Lāk-Posht va Ghesseh-hā-ye Digar,Mrs. Turtle's Hat and Other Stories,ai_literal_gloss,IA_0024,Mojgan Sheikhi,مژگان شیخی,1385,yes,9,,,Appendix D
OPW_0388,الاغ‍ی‌ ک‍ه‌ ب‍س‍ت‍ن‍ی‌ دوس‍ت‌ داش‍ت‌ و ق‍ص‍ه‌ه‍ای‌ دی‍گ‍ر,Olāghi ke Bastani Dust Dāsht va Ghesseh-hā-ye Digar,The Donkey That Loved Ice Cream and Other Stories,ai_literal_gloss,IA_0024,Mojgan Sheikhi,مژگان شیخی,1385,yes,9,,,Appendix D
OPW_0389,دی‍و خ‍ال‌ خ‍ال‍ی,Div-e Khāl-Khāli,The Spotted Demon,ai_literal_gloss,IA_0024,Mojgan Sheikhi,مژگان شیخی,1385,yes,6,,,Appendix D
OPW_0390,ن‍ن‍ه‌ گ‍لاب‍ی,Naneh Golābi,Granny Pear,ai_literal_gloss,IA_0024,Mojgan Sheikhi,مژگان شیخی,1385,yes,7,,,Appendix D
OPW_0391,جشن تولد قطار و قصه‌های دیگر,Jashn-e Tavallod-e Ghatār va Ghesseh-hā-ye Digar,The Train's Birthday Party and Other Stories,ai_literal_gloss,IA_0024,Mojgan Sheikhi,مژگان شیخی,1385,yes,9,,,Appendix D
OPW_0392,عکس یادگاری خانم مارمولک و قصه‌های دیگر,Aks-e Yādgāri-ye Khānom Mārmulak va Ghesseh-hā-ye Digar,Mrs. Lizard's Souvenir Photo and Other Stories,ai_literal_gloss,IA_0024,Mojgan Sheikhi,مژگان شیخی,1385,yes,9,,,Appendix D
OPW_0393,عروسی خانم جیر جیرک و قصه‌های دیگر,Arusi-ye Khānom Jir Jirak va Ghesseh-hā-ye Digar,Mrs. Cricket's Wedding and Other Stories,ai_literal_gloss,IA_0024,Mojgan Sheikhi,مژگان شیخی,1386,yes,9,,,Appendix D
OPW_0394,اژده‍ا و آت‍ش‌ ده‍ان‍ش‌,Ezhdehā va Ātash-Dahānash,The Dragon and Its Fire-Breath,ai_literal_gloss,IA_0024,Mojgan Sheikhi,مژگان شیخی,1386,yes,4,,,Appendix D
OPW_0395,دفترچه خاطرات یک کلاغ,Daftarchheh-ye Khāterāt-e Yek Kalāgh,A Crow's Diary,ai_literal_gloss,IA_0024,Mojgan Sheikhi,مژگان شیخی,1393,yes,2,,,Appendix D
OPW_0396,جمعه‌های خاله کانگورو,Jomeh-hā-ye Khāleh Kānguru,Aunt Kangaroo's Fridays,ai_literal_gloss,IA_0024,Mojgan Sheikhi,مژگان شیخی,1395,no,NA,,,Appendix D
OPW_0397,م‍غ‍ازه‌ دم‌ف‍روش‍ی‌ و ۴ ق‍ص‍ه‌ دی‍گ‍ر,Maghāzeh-ye Dom-Forushi va 4 Ghesseh-ye Digar,The Tail Shop and Four Other Stories,ai_literal_gloss,IA_0024,Mojgan Sheikhi,مژگان شیخی,1387,yes,9,,,Appendix D
OPW_0398,موشی که می‌‌خواست پولدار شود,Mushi ke Mikhāst Puldār Shavad,The Mouse Who Wanted to Become Rich,ai_literal_gloss,IA_0024,Mojgan Sheikhi,مژگان شیخی,1397,no,NA,,,Appendix D
OPW_0399,خانه‌ای که حرف می‌زد: ۳۰ قصه‌ی ایرانی از ادبیات کهن,Khāneh-i ke Harf Mizad: 30 Ghesseh-ye Irani az Adabiat-e Kohan,The House That Spoke: 30 Iranian Tales from Classical Literature,ai_literal_gloss,IA_0024,Mojgan Sheikhi,مژگان شیخی,1397,no,NA,,,Appendix D
OPW_0400,حسن کچل و ماه پیشونی,Hasan Kachal va Māh Pishuni,Hasan the Bald and Moon-Forehead,ai_literal_gloss,IA_0024,Mojgan Sheikhi,مژگان شیخی,1398,no,NA,,,Appendix D
OPW_0401,حسن‌کچل و چوپان‌دروغگو,Hasan Kachal va Chupān-e Dorughgu,Hasan the Bald and the Boy Who Cried Wolf,ai_literal_gloss,IA_0024,Mojgan Sheikhi,مژگان شیخی,1398,no,NA,,,Appendix D
OPW_0402,حسن‌کچل و کدوقلقله‌زن,Hasan Kachal va Kadu Ghelgheleh-Zan,Hasan the Bald and Rolling Pumpkin,ai_literal_gloss,IA_0024,Mojgan Sheikhi,مژگان شیخی,1398,no,NA,,,Appendix D
OPW_0403,حسن‌کچل و بزبز قندی,Hasan Kachal va Bozboz-e Ghandi,Hasan the Bald and Sugar-Goat Bozboz,ai_literal_gloss,IA_0024,Mojgan Sheikhi,مژگان شیخی,1398,no,NA,,,Appendix D
OPW_0404,حسن کچل و قبای سنگی,Hasan Kachal va Ghabā-ye Sangi,Hasan the Bald and the Stone Robe,ai_literal_gloss,IA_0024,Mojgan Sheikhi,مژگان شیخی,1398,no,NA,,,Appendix D
OPW_0405,حسن‌کچل و کله کدویی,Hasan Kachal va Kalleh-Kaduyi,Hasan the Bald and Pumpkin Head,ai_literal_gloss,IA_0024,Mojgan Sheikhi,مژگان شیخی,1398,no,NA,,,Appendix D
OPW_0406,قصه‌های حسن‌کچل: سفرحسن کچل به قصه‌های شیرین ایرانی,Ghesseh-hā-ye Hasan Kachal: Safar-e Hasan Kachal be Ghesseh-hā-ye Shirin-e Irani,Tales of Hasan the Bald: Hasan the Bald's Journey into Sweet Iranian Tales,ai_literal_gloss,IA_0024,Mojgan Sheikhi,مژگان شیخی,1398,no,NA,,,Appendix D
OPW_0407,پسری که دیو شد و شش افسانه‌ی دیگر از دریای اسمار,Pesari ke Div Shod va Shesh Afsāneh-ye Digar az Daryā-ye Asmār,The Boy Who Became a Demon and Six Other Legends from the Sea of Asmar,ai_literal_gloss,IA_0024,Mojgan Sheikhi,مژگان شیخی,1399,no,NA,بالای عنوان: افسانه‌های شیرین و پندآموز از هندوستان.,Above the title: Sweet and instructive folktales from India.,Appendix D
OPW_0408,جادوگری در غار و نه افسانه‌ی دیگر از دریای اسمار,Jādugari dar Ghār va Noh Afsāneh-ye Digar az Daryā-ye Asmār,A Wizard in a Cave and Nine Other Legends from the Sea of Asmar,ai_literal_gloss,IA_0024,Mojgan Sheikhi,مژگان شیخی,1399,no,NA,بالای عنوان: افسانه‌های شیرین و پندآموز از هندوستان.,Above the title: Sweet and instructive folktales from India.,Appendix D
OPW_0409,دختری در صندوق و هشت افسانه‌ی دیگر از دریای اسمار,Dokhtari dar Sandogh va Hasht Afsāneh-ye Digar az Daryā-ye Asmār,A Girl in a Chest and Eight Other Legends from the Sea of Asmar,ai_literal_gloss,IA_0024,Mojgan Sheikhi,مژگان شیخی,1399,no,NA,بالای عنوان: افسانه‌های شیرین و پندآموز از هندوستان.,Above the title: Sweet and instructive folktales from India.,Appendix D
OPW_0410,سیمرغ و پادشاه مارها و پنج افسانه‌ی دیگر از دریای اسمار,Simorgh va Pādeshāh-e Mārhā va Panj Afsāneh-ye Digar az Daryā-ye Asmār,Simorgh and the King of Serpents and Five Other Legends from the Sea of Asmar,ai_literal_gloss,IA_0024,Mojgan Sheikhi,مژگان شیخی,1399,no,NA,بالای عنوان: افسانه‌های شیرین و پندآموز از هندوستان.,Above the title: Sweet and instructive folktales from India.,Appendix D
OPW_0411,ترنجی پر از جواهر و هشت افسانه‌ی دیگر از دریای اسمار,Toranji Por az Javāher va Hasht Afsāneh-ye Digar az Daryā-ye Asmār,A Citron Full of Jewels and Eight Other Legends from the Sea of Asmar,ai_literal_gloss,IA_0024,Mojgan Sheikhi,مژگان شیخی,1399,no,NA,بالای عنوان: افسانه‌های شیرین و پندآموز از هندوستان.,Above the title: Sweet and instructive folktales from India.,Appendix D
OPW_0412,پسر شیرسوار و نه افسانه دیگر از دریای اسمار,Pesar-e Shir-Savār va Noh Afsāneh-ye Digar az Daryā-ye Asmār,The Lion-Riding Boy and Nine Other Legends from the Sea of Asmar,ai_literal_gloss,IA_0024,Mojgan Sheikhi,مژگان شیخی,1399,no,NA,بالای عنوان: افسانه‌های شیرین و پندآموز از هندوستان.,Above the title: Sweet and instructive folktales from India.,Appendix D
OPW_0413,ق‍ه‍وه‌ای‌,Ghahveh'i,Brown,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1383,no,NA,,,Appendix D
OPW_0414,ع‍م‍ه‌ ن‍ارن‍ج‍ی,Ammeh Nārenji,Aunt Orange,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1384,no,NA,,,Appendix D
OPW_0415,دس‍ت‌ پ‍خ‍ت‌ خ‍ورش‍ی‍د,Dast-Pokht-e Khorshid,Sun-Cooked,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1384,no,NA,,,Appendix D
OPW_0416,م‍ام‍ان‌ ق‍رم‍زه‌، ب‍اب‍ا س‍ب‍زه,"Māmān-e Ghermezeh, Bābā-ye Sabzeh","Red Mommy, Green Daddy",ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1384,no,NA,,,Appendix D
OPW_0417,یه روز یه میمونه,Ye Ruz Ye Meymuneh,One Day There Was a Monkey,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1386,no,NA,,,Appendix D
OPW_0418,قشنگ‌ترین جا,Ghashangtarin Jā,The Most Beautiful Place,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1386,no,NA,,,Appendix D
OPW_0419,لی‌لی حوضک,Lili Howzak,Lili Howzak,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1386,no,NA,,,Appendix D
OPW_0420,نگهبان خورشید,Negahbān-e Khorshid,Guardian of the Sun,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1386,no,NA,,,Appendix D
OPW_0421,غول بیابونی,Ghul Biābuni,The Desert Giant,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1388,no,NA,,,Appendix D
OPW_0422,قصه‌‌ی خانه‌ای که سطل آشغال نداشت,Ghesseh-ye Khāneh-i ke Satl-e Āshghāl Nadāsht,The Story of the House That Had No Trash Can,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1386,yes,3,,,Appendix D
OPW_0423,آقا خروسه,Āghā Khoruseh,Mr. Rooster,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1389,no,NA,,,Appendix D
OPW_0424,بزغاله‬‏‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬,Bozghāleh,The Kid Goat,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1390,no,NA,,,Appendix D
OPW_0425,سنگ,Sang,Stone,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1390,no,NA,,,Appendix D
OPW_0426,درخت,Derakht,Tree,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1390,no,NA,,,Appendix D
OPW_0427,قابلمه,Ghāblemeh,Cooking Pot,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1390,no,NA,,,Appendix D
OPW_0428,پوست پسته,Pust-e Pesteh,Pistachio Shell,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1389,yes,3,,,Appendix D
OPW_0429,چکه‏‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬,Chekkeh,The Drop,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1391,no,NA,,,Appendix D
OPW_0430,قصه‌های علی و گلی,Ghesseh-hā-ye Ali va Goli,Tales of Ali and Goli,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1387,yes,2,,,Appendix D
OPW_0431,ناروال نهنگ تک شاخ,"Nārvāl, Nahang-e Tak-Shākh","Narwhal, the Unicorn Whale",ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1392,yes,2,,,Appendix D
