id,title_original,title_fa,title_romanized,title_gloss_en,title_gloss_type,author_id,author_en,author_fa,translator_id,translator_fa,translator_en,year_original,year_persian,reprint_status,reprint_number,notes_fa,notes_en,source_appendix
TRW_0857,Hunting Ground,شکارگاه,Shekārgāh,Hunting Ground,official_translation,FA_0240,Patricia Briggs,پاتریشیا بریگز,TR_0080,آیدین کبیری,Aydin Kabiri,2009,1395,yes,2,,,Appendix C
TRW_0858,"Alpha and Omega. Volume One, Cry Wolf",زوزه گرگ,Zuzeh-ye Gorg,Cry Wolf,ai_literal_gloss,FA_0240,Patricia Briggs,پاتریشیا بریگز,TR_0104,بهنام حاجی‌زاده,Behnam Hajizadeh,2012,1393,yes,2,,,Appendix C
TRW_0859,In the Hand of the Goddess,درپناه ایزد بانو,Dar Panāh-e Izad Bānu,Under the Protection of the Goddess,ai_literal_gloss,FA_0309,Tamora Pierce,ت‍ام‍ورا پ‍ی‍رس‌,TR_0470,پروین جلوه‌نژاد,Parvin Jelvehnejad,2002,1385,no,NA,,,Appendix C
TRW_0860,Alanna: The First Adventure,الینا,Alinā,Alanna,official_translation,FA_0309,Tamora Pierce,ت‍ام‍ورا پ‍ی‍رس‌,TR_0470,پروین جلوه‌نژاد,Parvin Jelvehnejad,1983,1386,no,NA,,,Appendix C
TRW_0861,Lioness Rampant‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬,ماده‌شیر سرکش,Mādeh-Shir-e Sarkesh,Lioness Rampant,ai_literal_gloss,FA_0309,Tamora Pierce,ت‍ام‍ورا پ‍ی‍رس‌,TR_0470,پروین جلوه‌نژاد,Parvin Jelvehnejad,1988,1388,no,NA,,,Appendix C
TRW_0862,The Woman Who Rides Like a Man,زنی که مردانه اسب می‌راند,Zani ke Mardāneh Asb Mirānad,The Woman Who Rides Like a Man,official_translation,FA_0309,Tamora Pierce,ت‍ام‍ورا پ‍ی‍رس‌,TR_0470,پروین جلوه‌نژاد,Parvin Jelvehnejad,1986,1386,no,NA,,,Appendix C
TRW_0863,Throne of Glass,تاج نیمه‌شب,Tāj-e Nimeh-Shab,Midnight Crown,ai_literal_gloss,FA_0286,Sarah J. Maas,سارا جی. ماس,TR_0159,فرنام خسروی,Farnam Khosravi,2012,1396,yes,multiple,,,Appendix C
TRW_0864,A Court of Thorns and Roses,مجموعه‌ی درباری از خار و رز,Majmu'eh-ye Darbāri az Khār va Raz,A Court of Thorns and Roses,official_translation,FA_0286,Sarah J. Maas,سارا جی. ماس,TR_0555,سیران شریفی,Seyran Sharifi,2015,1395,yes,multiple,,,Appendix C
TRW_0865,A Court of Frost and Starlight ‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬,درباری از یخبندان و نور ستاره,Darbāri az Yakhbandān va Nur-e Setāreh,A Court of Frost and Starlight,official_translation,FA_0286,Sarah J. Maas,سارا جی. ماس,TR_0555,سیران شریفی,Seyran Sharifi,2018,1399,yes,multiple,,,Appendix C
TRW_0866,A Court of Wings and Ruin,دربار بال و ویرانی,Darbār-e Bāl va Virāni,A Court of Wings and Ruin,official_translation,FA_0286,Sarah J. Maas,سارا جی. ماس,TR_0640,زهرا هدایتی,Zahra Hedayati,2017,1399,no,NA,,,Appendix C
TRW_0867,Catwoman: Soul Stealer,کت‌ومن,Katwoman,Catwoman,official_translation,FA_0286,Sarah J. Maas,سارا جی. ماس,TR_0017,آیدا کشوری,Aida Keshvari,2018,1398,no,NA,,,Appendix C
TRW_0868,Kingdom of Ash,سرزمین خاکستر,Sarzamin-e Khākestar,Kingdom of Ash,official_translation,FA_0286,Sarah J. Maas,سارا جی. ماس,TR_0009,افشین اردشیری,Afshin Ardeshiri,2018,1399,no,NA,,,Appendix C
TRW_0869,Empire of Storms: A Throne of Glass Novel,امپراطوری طوفان‌ها,Emperāturi-ye Tufān-hā,Empire of Storms,official_translation,FA_0286,Sarah J. Maas,سارا جی. ماس,TR_0009,افشین اردشیری,Afshin Ardeshiri,2016,1399,yes,2,,,Appendix C
TRW_0870,Queen of Shadows: A Throne of Glass Novel,ملکه سایه‌ها,Malakeh-ye Sāyeh-hā,Queen of Shadows,official_translation,FA_0286,Sarah J. Maas,سارا جی. ماس,TR_0009,افشین اردشیری,Afshin Ardeshiri,2015,1398,no,NA,,,Appendix C
TRW_0871,The Assassin's Blade: the Throne of Glass Novellas,دشنه آدمکش,Deshneh-ye Ādamkosh,The Assassin's Blade,official_translation,FA_0286,Sarah J. Maas,سارا جی. ماس,TR_0009,افشین اردشیری,Afshin Ardeshiri,2014,1398,no,NA,,,Appendix C
TRW_0872,Tower of Dawn,برج سپیده‌دم,Borj-e Sepideh-Dam,Tower of Dawn,official_translation,FA_0286,Sarah J. Maas,سارا جی. ماس,TR_0009,افشین اردشیری,Afshin Ardeshiri,2017,1398,no,NA,,,Appendix C
TRW_0873,Heir of Fire,وارث آتش,Vāres-e Ātash,Heir of Fire – Journey to Unknown Planets: He Could Be in Three Places at Once,ai_literal_gloss,FA_0286,Sarah J. Maas,سارا جی. ماس,TR_0009,افشین اردشیری,Afshin Ardeshiri,2014,1397,yes,multiple,,,Appendix C
TRW_0874,NA,سفر به سیارات ناشناخته: او میتوانست در آن واحد سه جا باشد,Safar be Sayyārāt-e Nāshenākhteh: U Mitavānest dar Ān-e Vāhed Se Jā Bāshad,Humans and Strangers,ai_literal_gloss,FA_0274,Robert Silverberg,رابرت سیلوربرگ,TR_0391,م‍ح‍م‍دح‍س‍ی‍ن‌ ع‍ب‍اس‍پ‍ور ت‍م‍ی‍ج‍ان‍ی‌,Mohammadhossein Abbaspour Tamijani,NA,1362,yes,3,,,Appendix C
TRW_0875,Earthman and Strangers,انسان‌ها و بیگانگان,Ensān-hā va Bigānegān,Rise of the Evening Star,official_translation,FA_0274,Robert Silverberg,رابرت سیلوربرگ,TR_0477,پیمان اسماعیلیان,Peyman Esmaeilian,1989,1385,no,NA,,,Appendix C
TRW_0876,Fablehaven: Rise of the Evening Star,طلوع ستاره مغرب,Tolu'-e Setāreh-ye Maghreb,Fablehaven,ai_literal_gloss,FA_0024,Brandon Mull,براندن مال,TR_0368,میلاد فشتمی,Milad Fashtami,2007,1389,yes,3,,,Appendix C
TRW_0877,Fablehaven,آشیانه افسانه,Āshiyāneh-ye Afsāneh,Secrets of the Dragon Sanctuary,official_translation,FA_0024,Brandon Mull,براندن مال,TR_0368,میلاد فشتمی,Milad Fashtami,2006,1389,yes,3,,,Appendix C
TRW_0878,Fablehaven: Secrets of the Dragon Sanctuary,اسرار پناهگاه اژدها,Asrār-e Panāhgāh-e Ezhdehā,Keys to the Demon Prison,official_translation,FA_0024,Brandon Mull,براندن مال,TR_0368,میلاد فشتمی,Milad Fashtami,2009,1390,yes,2,,,Appendix C
TRW_0879,Fablehaven: Keys to the Demon Prison,کلیدهای زندان اهریمن,Kelidhā-ye Zendān-e Ahriman,Dragonwatch,official_translation,FA_0024,Brandon Mull,براندن مال,TR_0368,میلاد فشتمی,Milad Fashtami,2010,1393,yes,2,,,Appendix C
TRW_0880,Dragonwatch,دیده بان اژدها,Dideh-bān-e Ezhdehā,Grip of the Shadow Plague,official_translation,FA_0024,Brandon Mull,براندن مال,TR_0368,میلاد فشتمی,Milad Fashtami,2017,1398,no,NA,,,Appendix C
TRW_0881,Fablehaven: Grip of the Shadow Plague,شیوع طاعون سایه,Shuyu'-e Tā'un-e Sāyeh,Chasing the Prophecy,official_translation,FA_0024,Brandon Mull,براندن مال,TR_0368,میلاد فشتمی,Milad Fashtami,2008,1397,yes,3,,,Appendix C
TRW_0882,Chasing the Prophecy,در پی پیشگویی,Dar Pey-e Pishguyi,A World Without Heroes,official_translation,FA_0024,Brandon Mull,براندن مال,TR_0161,فرناز حائری,Farnaz Haeri,2014,1395,yes,multiple,,,Appendix C
TRW_0883,A World Without Heroes,دنیای خالی از قهرمان,Donyā-ye Khāli az Ghahremān,Seeds of Rebellion,official_translation,FA_0024,Brandon Mull,براندن مال,TR_0161,فرناز حائری,Farnaz Haeri,2011,1393,yes,multiple,,,Appendix C
TRW_0884,Seeds of Rebellion‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬,بذرهای شورش,Bazrhā-ye Shuresh,Wild Born,official_translation,FA_0024,Brandon Mull,براندن مال,TR_0529,سمانه امین‌پور,Samaneh Aminpour,2012,1398,yes,3,,,Appendix C
TRW_0885,Wild Born,زاده‌ی وحش,Zādeh-ye Vahsh,Sky Raiders,ai_literal_gloss,FA_0024,Brandon Mull,براندن مال,TR_0167,فرزام حبیبی‌اصفهانی,Farzam Habibi Esfahani,2013,1394,yes,multiple,,,Appendix C
TRW_0886,Sky Raiders‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬,جنگجویان آسمان,Jangjuyān-e Āsemān,Pingo,official_translation,FA_0024,Brandon Mull,براندن مال,TR_0387,محمدعلی اردانی,Mohammadali Ardani,2014,1396,yes,multiple,,,Appendix C
TRW_0887,Pingo and the Playground Bully,پینگو,Pingo,Rogue Knight,official_translation,FA_0024,Brandon Mull,براندن مال,TR_0072,آرین الحسینی,Arian Alhosseini,2012,1398,no,NA,,,Appendix C
TRW_0888,Rogue Knight,شوالیه‌ی سرکش,Shovāliyeh-ye Sarkesh,Crystal Keepers,official_translation,FA_0024,Brandon Mull,براندن مال,TR_0284,مهدیه فرشادجو,Mahdieh Farshadjou,2014,1398,yes,multiple,,,Appendix C
TRW_0889,Crystal Keepers,محافظان کریستال,Mohāfezān-e Keristāl,Death Weavers,official_translation,FA_0024,Brandon Mull,براندن مال,TR_0094,بهاره مدیحی,Bahareh Madihi,2015,1399,no,NA,,,Appendix C
TRW_0890,Death Weavers,مرگ بافان,Marg Bāfān,Time Jumpers,official_translation,FA_0024,Brandon Mull,براندن مال,TR_0094,بهاره مدیحی,Bahareh Madihi,2016,1399,no,NA,,,Appendix C
TRW_0891,Time Jumpers,مسافران زمان,Mosāferān-e Zamān,Snow Crash,official_translation,FA_0024,Brandon Mull,براندن مال,TR_0094,بهاره مدیحی,Bahareh Madihi,2018,1399,no,NA,,,Appendix C
TRW_0892,Snow Crash,برفک,Barfak,Uprooted,official_translation,FA_0226,Neal Stephenson,نیل استیونسون,TR_0477,پیمان اسماعیلیان,Peyman Esmaeilian,1992,1399,no,NA,,,Appendix C
TRW_0893,Uprooted,ریشه‌کن,Rishehkan,Spinning Silver,official_translation,FA_0224,Naomi Novik,نائومی نوویک,TR_0628,یاسمن میرزاپور,Yasaman Mirzapour,2015,1396,no,NA,,,Appendix C
TRW_0894,Spinning Silver,نقره‌ریس,Noghreh-Ris,Heir of Sea and Fire,official_translation,FA_0224,Naomi Novik,نائومی نوویک,TR_0628,یاسمن میرزاپور,Yasaman Mirzapour,2018,1398,no,NA,,,Appendix C
TRW_0895,Heir of Sea and Fire,وارث آتش و دریا,Vāres-e Ātash va Daryā,The Riddle-Master of Hed,official_translation,FA_0239,Patricia A. McKillip,پاتریشیا ا. مک‌کلیپ,TR_0067,آرزو محمودیان,Arezou Mahmoudian,2015,1396,no,NA,,,Appendix C
TRW_0896,The Riddle-Master of Hed,معماگری از سرزمین هد,Mo'ammāgari az Sarzamin-e Hed,The Harpist Riding the Wind,ai_literal_gloss,FA_0239,Patricia A. McKillip,پاتریشیا ا. مک‌کلیپ,TR_0067,آرزو محمودیان,Arezou Mahmoudian,1976,1396,no,NA,,,Appendix C
TRW_0897,Riddle-master: The Complete Trilogy,چنگ‌نواز سوار بر باد,Changnavāz-e Savār bar Bād,The Forgotten Beasts of Eld,official_translation,FA_0239,Patricia A. McKillip,پاتریشیا ا. مک‌کلیپ,TR_0067,آرزو محمودیان,Arezou Mahmoudian,1999,1397,no,NA,,,Appendix C
TRW_0898,The Forgotten Beasts of Eld,جانوران از یاد رفته‌ی الد,Jānevarān-e az Yād Rafteh-ye Eld,The Golem's Eye,official_translation,FA_0239,Patricia A. McKillip,پاتریشیا ا. مک‌کلیپ,TR_0324,مریم عزیزی,Maryam Azizi,1999,1396,no,NA,,,Appendix C
TRW_0899,The Golem’s Eye,چشم گولم,Cheshm-e Golem,The Amulet of Samarkand,official_translation,FA_0160,Jonathan Stroud,جاناتان استراود,TR_0379,محمد قصاع,Mohammad Ghassa,2004,1391,yes,2,,,Appendix C
TRW_0900,The Amulet of Samarkand,طلسم سمرقند,Telesm-e Samarqand,Ptolemy's Gate,official_translation,FA_0160,Jonathan Stroud,جاناتان استراود,TR_0379,محمد قصاع,Mohammad Ghassa,2003,1390,yes,4,,,Appendix C
TRW_0901,Ptolemys Gate,دروازه‌ی پتولمی,Darvāzeh-ye Petolemi,The Staircase of Spirits,ai_literal_gloss,FA_0160,Jonathan Stroud,جاناتان استراود,TR_0379,محمد قصاع,Mohammad Ghassa,2005,1392,yes,2,,,Appendix C
TRW_0902,The Screaming Staircase,پلکان ارواح,Pelekān-e Arvāh,The Whispering Skull,official_translation,FA_0160,Jonathan Stroud,جاناتان استراود,TR_0069,آرزو مقدس,Arezou Moghaddas,2013,1397,yes,multiple,,,Appendix C
TRW_0903,The Whispering Skull,نجوای جمجمه,Najvā-ye Jomjomeh,The Hollow Boy,official_translation,FA_0160,Jonathan Stroud,جاناتان استراود,TR_0598,سهیلا اله‌دوستی,Soheila Alahdousti,2014,1397,no,NA,,,Appendix C
TRW_0904,The Hollow Boy,پسر تو خالی,Pesar-e Tu Khāli,The Crawling Shadow,ai_literal_gloss,FA_0160,Jonathan Stroud,جاناتان استراود,TR_0598,سهیلا اله‌دوستی,Soheila Alahdousti,2014,1398,no,NA,,,Appendix C
TRW_0905,The Empty Grave,سایه‌ی خزنده,Sāyeh-ye Khazandeh,Curiosities of the Trades,ai_literal_gloss,FA_0160,Jonathan Stroud,جاناتان استراود,TR_0598,سهیلا اله‌دوستی,Soheila Alahdousti,2016,1399,yes,multiple,,,Appendix C
TRW_0906,The Club of Queer Trades,نوادرالمشاغل,Navāder al-Mashāghel,The Man Who Was Thursday,official_translation,FA_0097,G. K. Chesterton,جی. کی. چ‍س‍ت‍رت‍ن‌,TR_0221,هرمز ریاحی,Hormoz Riyahi,1905,1377,yes,multiple,,,Appendix C
TRW_0907,The Man Who Was Thursday,مردی که پنجشنبه بود,Mardi ke Panjshanbeh Bud,"The Adventures of Father Brown, Detective Priest",ai_literal_gloss,FA_0097,G. K. Chesterton,جی. کی. چ‍س‍ت‍رت‍ن‌,TR_0165,ف‍رش‍اد ن‍ج‍ف‍ی‌پ‍ور,Farshad Najafipour,1908,1378,yes,2,,,Appendix C
TRW_0908,The Innocence of Father Brown,ماجراهای پدر براون، کشیش کارآگاه,"Mājerāhā-ye Pedar Berāwn, Keshish-e Kārāgāh",The Strange Crime Committed by John Boulnois,ai_literal_gloss,FA_0097,G. K. Chesterton,جی. کی. چ‍س‍ت‍رت‍ن‌,TR_0257,کاوه میرعباسی,Kaveh Mirabbasi,1911,1382,yes,multiple,,,Appendix C
TRW_0909,The Strange Crime of John Boulnois,جرم عجیبی که جان بولونای مرتکب شد,Jorm-e Ajibi ke Jān Bolunāy Mortakeb Shod,The Strange Crime Committed by John Boulnois,ai_literal_gloss,FA_0097,G. K. Chesterton,جی. کی. چ‍س‍ت‍رت‍ن‌,TR_0338,مرضیه خسروی,Marzieh Khosravi,2011,1393,no,NA,,,Appendix C
TRW_0910,Red Rising,قیام سرخ,Qiyām-e Sorkh,Red Rising,official_translation,FA_0252,Pierce Brown,پیرس بروان,TR_0293,مهنام عبادی,Mahnam Ebadi,2014,1395,yes,3,,,Appendix C
TRW_0911,Pierce Brown's Red Rising: Sons of Ares,اکنون و آن زمان,Aknun va Ān Zamān,Now and Then,ai_literal_gloss,FA_0252,Pierce Brown,پیرس بروان,TR_0293,مهنام عبادی,Mahnam Ebadi,2017,1396,no,NA,,,Appendix C
TRW_0912,Morning Star,ستاره سپیده‌دم,Setāreh-ye Sepideh-Dam,Morning Star,official_translation,FA_0252,Pierce Brown,پیرس بروان,TR_0293,مهنام عبادی,Mahnam Ebadi,2016,1396,yes,2,,,Appendix C
TRW_0913,Golden Son,پسر زرین,Pesar-e Zarrin,Golden Son,official_translation,FA_0252,Pierce Brown,پیرس بروان,TR_0293,مهنام عبادی,Mahnam Ebadi,2015,1396,yes,3,,,Appendix C
TRW_0914,Iron Gold,زرین پولادتن,Zarrin-e Pulādtan,Iron Gold,ai_literal_gloss,FA_0252,Pierce Brown,پیرس بروان,TR_0293,مهنام عبادی,Mahnam Ebadi,2018,1397,no,NA,,,Appendix C
TRW_0915,The Magician King,شاه جادوگر,Shāh-e Jādugar,The Magician King,official_translation,FA_0183,Lev Grossman,لو گراسمن,TR_0075,اشکان کریمیان,Ashkan Karimian,2011,1397,no,NA,,,Appendix C
TRW_0916,The Magicians,جادوگران,Jādugarān,The Magicians,official_translation,FA_0183,Lev Grossman,لو گراسمن,TR_0075,اشکان کریمیان,Ashkan Karimian,2009,1396,yes,3,,,Appendix C
TRW_0917,Something from the Nightside,نایت‌ساید,Nāyt-Sāyd,Nightside,official_translation,FA_0293,Simon R. Green,سایمون آر. گرین,TR_0295,مهناز دلی,Mahnaz Deli,2003,1386,yes,multiple,,,Appendix C
TRW_0918,Deathstalker,دث استاکر,Des Estāker,Deathstalker,official_translation,FA_0293,Simon R. Green,سایمون آر. گرین,TR_0295,مهناز دلی,Mahnaz Deli,2006,1392,yes,2,,,Appendix C
TRW_0919,Live and Let Drood,درودها را به حال خود بگذارید,Dorudhā rā be Hāl-e Khod Bogzārid,Leave the Droods Alone,ai_literal_gloss,FA_0293,Simon R. Green,سایمون آر. گرین,TR_0580,شکیبا محبعلی,Shakiba Mohebbali,2012,1393,no,NA,,,Appendix C
TRW_0920,Tales from the Nightside,رستاخیزی دیگر,Rastākhizi Digar,Another Resurrection,ai_literal_gloss,FA_0293,Simon R. Green,سایمون آر. گرین,TR_0651,زهره حق‌بین,Zohreh Haghbin,2015,1393,yes,multiple,,,Appendix C
TRW_0921,Deathstalker Rebellion: Being the Second Part of the Life and Times of Owen Deathstalker,شورش,Shuresh,Rebellion,official_translation,FA_0293,Simon R. Green,سایمون آر. گرین,TR_0064,آرزو احمی,Arezou Ahami,1996,1394,no,NA,,,Appendix C
TRW_0922,Deathstalker Honor,شرافت دث استاکر,Sherāfat-e Des Estāker,Deathstalker Honor,official_translation,FA_0293,Simon R. Green,سایمون آر. گرین,TR_0076,عاطفه احمدی,Atefeh Ahmadi,1998,1394,no,NA,,,Appendix C
TRW_0923,Deathstalker War‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬,نبرد,Nabard,War,ai_literal_gloss,FA_0293,Simon R. Green,سایمون آر. گرین,TR_0076,عاطفه احمدی,Atefeh Ahmadi,1997,1394,yes,2,,,Appendix C
TRW_0924,Ghost of a Chance,شبح شانس,Shabah-e Shāns,Ghost of a Chance,official_translation,FA_0293,Simon R. Green,سایمون آر. گرین,TR_0034,علی‌ مصلح‌حیدرزاده,Ali Mosleh Heydarzadeh,2010,1394,yes,4,,,Appendix C
TRW_0925,Ghost of a Smile,شبح لبخند,Shabah-e Labkhand,Ghost of a Smile,official_translation,FA_0293,Simon R. Green,سایمون آر. گرین,TR_0034,علی‌ مصلح‌حیدرزاده,Ali Mosleh Heydarzadeh,2011,1394,yes,3,,,Appendix C
TRW_0926,Ghost of a Dream,شبح رؤیا,Shabah-e Royā,Ghost of a Dream,official_translation,FA_0293,Simon R. Green,سایمون آر. گرین,TR_0034,علی‌ مصلح‌حیدرزاده,Ali Mosleh Heydarzadeh,2012,1394,yes,2,,,Appendix C
TRW_0927,Spirits from Beyond,ارواحی از فراسو,Arvāhi az Farāsu,Spirits from Beyond,official_translation,FA_0293,Simon R. Green,سایمون آر. گرین,TR_0034,علی‌ مصلح‌حیدرزاده,Ali Mosleh Heydarzadeh,2013,1394,yes,2,,,Appendix C
TRW_0928,Voices from Beyond,اصواتی از فراسو,Asvāti az Farāsu,Voices from Beyond,official_translation,FA_0293,Simon R. Green,سایمون آر. گرین,TR_0034,علی‌ مصلح‌حیدرزاده,Ali Mosleh Heydarzadeh,2014,1395,yes,2,,,Appendix C
TRW_0929,Forces from Beyond,قوایی از فراسو,Ghovāyi az Farāsu,Forces from Beyond,official_translation,FA_0293,Simon R. Green,سایمون آر. گرین,TR_0034,علی‌ مصلح‌حیدرزاده,Ali Mosleh Heydarzadeh,2015,1396,yes,2,,,Appendix C
TRW_0930,Tales from the Nightside,داستان‌هایی از نایت‌ساید,Dāstānhāyi az Nāyt-Sāyd,Tales from the Nightside,official_translation,FA_0293,Simon R. Green,سایمون آر. گرین,TR_0443,نشاط رحمانی‌نژاد,Neshat Rahmaninejad,2015,1399,yes,multiple,,,Appendix C
TRW_0931,Wildfire: A Hidden Legacy Novel,آتش سوزان: مجموعه رمان‌های میراث پنهان,Ātash-e Suzān: Majmu'eh Romānhā-ye Mirās-e Penhān,Wildfire: Hidden Legacy Novel Series,official_translation,FA_0125,Ilona Andrews,ایلونا اندروز,TR_0419,نهال سهیلی‌فر,Nahal Soheilifar,2017,1396,no,NA,,,Appendix C
TRW_0932,Burn for me: a hidden legacy novel,برایم بسوز,Barāyam Besuz,Burn for Me,official_translation,FA_0125,Ilona Andrews,ایلونا اندروز,TR_0419,نهال سهیلی‌فر,Nahal Soheilifar,2014,1399,no,NA,,,Appendix C
TRW_0933,Daughter of Smoke & Bone,سه‌گانه‌ی دختری از دود و استخوان,Segāneh-ye Dokhtari az Dud va Ostokhān,Daughter of Smoke & Bone Trilogy,ai_literal_gloss,FA_0180,Laini Taylor,لینی تیلور,TR_0594,سیاوش صمیمی‌فرد,Siavash Samimifard,2011,1394,yes,multiple,,,Appendix C
TRW_0934,The Third Angel: A Novel,فرشته‌ی سوم,Fereshteh-ye Sevom,The Third Angel,official_translation,FA_0004,Alice Hoffman,آلیس هافمن,TR_0636,زهرا بهرامی,Zahra Bahrami,2008,1389,no,NA,,,Appendix C
TRW_0935,The Story Sisters: A Novel,خواهران استوری,Khāharān-e Estori,The Story Sisters,official_translation,FA_0004,Alice Hoffman,آلیس هافمن,TR_0261,كرامت‌الله صادقی‌پور,Keramatollah Sadeghipour,2009,1396,no,NA,,,Appendix C
TRW_0936,Blue Diary,دفتر آبی,Daftar-e Ābi,Blue Diary,official_translation,FA_0004,Alice Hoffman,آلیس هافمن,TR_0261,كرامت‌الله صادقی‌پور,Keramatollah Sadeghipour,2001,1399,no,NA,,,Appendix C
TRW_0937,At Risk,در خطر,Dar Khatar,At Risk,official_translation,FA_0004,Alice Hoffman,آلیس هافمن,TR_0354,مهدی لطیفی‌شیره‌جینی,Mehdi Latifi Shirehjini,1988,1397,no,NA,,,Appendix C
TRW_0938,The Museum of Extraordinary Things: A Novel,موزه‌ی عجایب,Muzeh-ye Ajāyeb,Museum of Wonders,ai_literal_gloss,FA_0004,Alice Hoffman,آلیس هافمن,TR_0083,آزاده کامیار,Azadeh Kamyar,2014,1399,no,NA,,,Appendix C
TRW_0939,Nightbird,طلسم دویست ساله پرنده شب,Telesm-e Devist Sāleh-ye Parandeh-ye Shab,The Two-Hundred-Year Curse of the Night Bird,ai_literal_gloss,FA_0004,Alice Hoffman,آلیس هافمن,TR_0158,فرمهر منجزی,Farmehr Monjezi,2015,1398,no,NA,,,Appendix C
TRW_0940,Everything My Mother Taught Me,هر آنچه مادرم به من آموخت,Har Ānche Mādaram be Man Āmukht,Everything My Mother Taught Me,official_translation,FA_0004,Alice Hoffman,آلیس هافمن,TR_0326,مریم قنبری,Maryam Ghanbari,2019,1399,no,NA,,,Appendix C
TRW_0941,Cinder,سیندر,Sinder,Cinder,official_translation,FA_0204,Marissa Meyer,ماریسا میر,TR_0096,بهاره تقوی‌رمضانی,Bahareh Taghavi Ramezani,2012,1396,yes,multiple,,,Appendix C
TRW_0942,Scarlet,اسکارلت,Eskārlet,Scarlet,official_translation,FA_0204,Marissa Meyer,ماریسا میر,TR_0096,بهاره تقوی‌رمضانی,Bahareh Taghavi Ramezani,2013,1397,yes,multiple,,,Appendix C
TRW_0943,Cress,کرس,Keres,Cress,official_translation,FA_0204,Marissa Meyer,ماریسا میر,TR_0096,بهاره تقوی‌رمضانی,Bahareh Taghavi Ramezani,2014,1399,no,NA,,,Appendix C
TRW_0944,NA,عصیان‌گران,Osiyāngarān,The Rebels,ai_literal_gloss,FA_0204,Marissa Meyer,ماریسا میر,TR_0477,پیمان اسماعیلیان,Peyman Esmaeilian,NA,1398,no,NA,,,Appendix C
TRW_0945,Heartless,سنگدل,Sangdel,Heartless,official_translation,FA_0204,Marissa Meyer,ماریسا میر,TR_0502,رباب پورعسگر,Robab Pourasgar,2016,1399,no,NA,,,Appendix C
TRW_0946,The Outsiders,حاشیه‌نشینان,Hāshiyeh-Neshinān,The Outsiders,official_translation,FA_0281,S. E. Hinton,اس. ای. هینتون,TR_0427,ن‍ج‍م‍ه‌ ف‍خ‍رای‍ی‌,Najmeh Fakhraei,1967,1380,yes,multiple,,,Appendix C
TRW_0947,Rumble Fish,ماهی مهاجم,Māhi-ye Mohājem,Aggressive Fish,ai_literal_gloss,FA_0281,S. E. Hinton,اس. ای. هینتون,TR_0632,یوسف نجفی,Yousef Najafi,2013,1398,no,NA,,,Appendix C
TRW_0948,NA,بهترین قصه‌ها و افسانه‌های دنیا,Behtarin Ghesseh-hā va Afsāneh-hā-ye Donyā,The Best Stories and Fairy Tales of the World,ai_literal_gloss,FA_0219,Michael West,مایکل وست,TR_0250,ک‍ام‍ران‌ پ‍روان‍ه‌,Kamran Parvaneh,NA,1375,yes,2,یکی کردن با ورژن تکراری که در سال 1379 چاپ شده بود و اضافه به reprint_number ,Merge with the duplicate version published in 2000 (1379) and add the information to the reprint_number field.,Appendix C
TRW_0949,The Man in the Web,مردی در تار عنکبوت,Mardi dar Tār-e Ankabut,The Man in the Web,official_translation,FA_0219,Michael West,مایکل وست,TR_0346,معصومه محمدی,Masoumeh Mohammadi,NA,1378,yes,2,,,Appendix C
TRW_0950,Mudfish and the Birds,ماهی که در گل زندگی می‌کند و پرندگان,Māhi ke dar Gel Zendegi Mikonad va Parandegān,The Fish That Lives in the Mud and the Birds,ai_literal_gloss,FA_0219,Michael West,مایکل وست,TR_0346,معصومه محمدی,Masoumeh Mohammadi,NA,1378,no,NA,,,Appendix C
TRW_0951,Five Famous Fairy Tales,پنج داستان مشهور افسانه‌ای,Panj Dāstān-e Mashhur-e Afsāneh'i,Five Famous Fairy Tales,official_translation,FA_0219,Michael West,مایکل وست,TR_0141,ف‍خ‍رال‍س‍ادات‌ م‍ه‍اج‍ری‌,Fakhr al-Sadat Mohajeri,1977,1379,no,NA,,,Appendix C
TRW_0952,The Journeys of Sindbad,سفرهای سندباد,Safarhā-ye Sandbād,The Journeys of Sindbad,official_translation,FA_0219,Michael West,مایکل وست,TR_0101,ب‍ه‍رام‌ ن‍ظام‌آب‍ادی‌,Bahram Nezamabadi,NA,1380,no,NA,,,Appendix C
TRW_0953,Nine New Fairy Stories,افسانه ۹ پری,Afsāneh-ye 9 Pari,Nine Fairy Stories,ai_literal_gloss,FA_0219,Michael West,مایکل وست,TR_0466,پ‍رم‍ی‍س‌ پ‍رگ‍اری‌,Parmis Pargari,1977,1381,yes,multiple,,,Appendix C
